
0	506.802
250	494.386
500	478.391
750	422.217
1250	418.767
1750	349.493
2750	264.838
4250	206.560
6500	177.707
10000	119.494
15000	120.231
20000	133.384
25000	164.476
30000	136.693
35000	187.339
40000	142.690
45000	138.234
50000	154.439
55000	150.796
60000	159.846
65000	167.267
70000	144.656
75000	179.246
80000	143.709
85000	152.794
90000	159.648
95000	163.296
100000	154.026
105000	140.559
110000	157.806
115000	161.244
125000	152.449
130000	153.819
135000	158.311
145000	149.490
155000	156.063
160000	148.293
170000	171.968
180000	142.762
190000	139.103
