
0	506.806
250	492.154
500	474.197
750	443.270
1250	408.937
1750	358.835
2750	311.644
4250	268.503
6500	218.924
10000	219.848
15000	180.098
20000	155.854
25000	165.869
30000	152.691
35000	182.376
40000	174.718
45000	152.407
50000	179.036
55000	164.221
60000	204.214
65000	175.286
70000	198.540
75000	180.683
80000	191.569
85000	159.790
90000	192.836
95000	190.628
100000	187.517
105000	194.385
110000	168.377
115000	185.010
125000	182.479
130000	190.427
135000	181.802
145000	186.373
155000	190.303
160000	175.375
170000	176.387
180000	202.099
190000	196.328
