
0	502.703
250	492.599
500	477.434
750	442.646
1250	408.946
1750	351.233
2750	313.801
4250	262.089
6500	246.997
10000	272.300
15000	187.143
20000	194.578
25000	179.326
30000	202.078
35000	195.621
40000	202.983
45000	178.358
50000	195.419
55000	197.032
60000	220.726
65000	209.952
70000	234.988
75000	179.295
80000	217.487
85000	187.199
90000	211.048
95000	211.366
100000	212.952
105000	195.081
110000	177.075
115000	194.543
125000	197.058
130000	202.292
135000	197.452
145000	188.755
155000	200.525
160000	205.743
170000	183.733
180000	232.074
190000	223.505
