
0	506.726
250	490.599
500	477.139
750	430.801
1250	393.625
1750	318.101
2750	261.047
4250	204.710
6500	144.090
10000	121.170
15000	116.631
20000	135.964
25000	139.217
30000	131.764
35000	181.988
40000	151.644
45000	146.301
50000	154.008
55000	153.797
60000	165.387
65000	167.930
70000	161.636
75000	183.483
80000	165.989
85000	149.510
90000	159.759
95000	158.131
100000	178.771
105000	162.038
110000	166.393
115000	173.215
125000	167.704
130000	165.181
135000	160.563
145000	158.967
155000	167.385
160000	167.801
170000	162.208
180000	155.587
190000	166.748
