
0	0.000	0.00000	0.00000	0.00000
250	0.000	0.00000	0.00000	0.00000
500	0.000	0.00000	0.00000	0.00000
750	0.000	0.00000	0.00000	0.00000
1250	0.000	0.00000	0.00000	0.00000
1750	0.000	0.00000	0.00000	0.00000
2750	0.000	0.00000	0.00000	0.00000
4250	0.000	0.00000	0.00000	0.00000
6500	0.000	0.00000	0.00000	0.00000
10000	0.000	0.00000	0.00000	0.00000
15000	0.000	0.00000	0.00000	0.00000
20000	0.105	0.10251	0.00000	0.30000
25000	0.202	0.13992	0.00000	0.50000
30000	0.099	0.09939	0.00000	0.30000
35000	0.686	0.26661	0.20000	1.20250
40000	0.694	0.26629	0.20000	1.30000
45000	0.903	0.29995	0.40000	1.50000
50000	1.599	0.41716	0.80000	2.50000
55000	1.296	0.36013	0.60000	2.00000
60000	3.119	0.55102	2.10000	4.20250
65000	3.091	0.54028	2.09750	4.20000
70000	3.215	0.55990	2.10000	4.30000
75000	4.711	0.68506	3.50000	6.10000
80000	5.731	0.73156	4.30000	7.20000
85000	4.008	0.60392	2.80000	5.20000
90000	4.221	0.63104	3.00000	5.50000
95000	6.602	0.80548	5.10000	8.30000
100000	6.007	0.74377	4.60000	7.50000
105000	7.116	0.83543	5.50000	8.70000
110000	8.390	0.85355	6.80000	10.10000
115000	6.122	0.74364	4.70000	7.60000
125000	9.361	0.93171	7.60000	11.20250
130000	11.292	1.02291	9.30000	13.20250
135000	11.104	0.99780	9.00000	13.00000
145000	13.417	1.05821	11.39750	15.50000
155000	12.102	1.03523	10.10000	14.00250
160000	13.935	1.13428	11.90000	16.10000
170000	13.315	1.05223	11.49750	15.50000
180000	12.982	1.07692	10.80000	15.00250
190000	19.918	1.27430	17.49750	22.60000
