
0	501.602
250	499.510
500	492.545
750	457.765
1250	387.600
1750	359.851
2750	333.433
4250	181.151
6500	125.665
10000	128.921
15000	123.608
20000	101.965
25000	118.477
30000	123.750
35000	118.423
40000	138.471
45000	129.130
50000	110.300
55000	126.711
60000	116.493
65000	117.950
70000	114.328
75000	123.094
80000	115.425
85000	122.806
90000	115.039
95000	124.546
100000	127.651
105000	112.842
110000	146.264
115000	113.066
125000	117.961
130000	119.223
135000	110.888
145000	118.696
155000	119.236
160000	106.111
170000	123.836
180000	111.043
190000	118.136
