
0	501.421
250	509.444
500	500.572
750	486.894
1250	461.155
1750	400.451
2750	201.807
4250	181.427
6500	191.407
10000	127.736
15000	153.322
20000	152.338
25000	151.791
30000	155.612
35000	165.386
40000	137.702
45000	123.464
50000	111.154
55000	128.739
60000	129.764
65000	139.948
70000	128.842
75000	109.250
80000	114.236
85000	131.674
90000	130.361
95000	129.420
100000	124.414
105000	116.628
110000	118.521
115000	133.598
125000	110.032
130000	137.203
135000	129.223
145000	125.981
155000	117.353
160000	119.851
170000	134.235
180000	127.145
190000	136.118
