
0	517.331
250	504.268
500	499.264
750	470.274
1250	414.491
1750	400.952
2750	301.970
4250	184.333
6500	132.423
10000	135.847
15000	159.690
20000	152.951
25000	134.026
30000	144.295
35000	124.893
40000	128.208
45000	163.714
50000	139.944
55000	152.784
60000	129.730
65000	132.180
70000	145.021
75000	146.534
80000	134.317
85000	148.947
90000	156.381
95000	128.655
100000	140.248
105000	122.806
110000	144.289
115000	144.419
125000	139.644
130000	143.174
135000	129.037
145000	137.873
155000	146.774
160000	121.503
170000	140.435
180000	148.962
190000	133.062
