
0	513.114
250	499.441
500	497.319
750	467.206
1250	429.596
1750	396.196
2750	320.857
4250	274.174
6500	251.644
10000	242.258
15000	164.080
20000	191.671
25000	213.646
30000	174.117
35000	218.576
40000	196.614
45000	191.948
50000	183.031
55000	205.769
60000	304.475
65000	186.908
70000	176.833
75000	205.721
80000	191.293
85000	171.912
90000	164.758
95000	203.013
100000	160.398
105000	218.619
110000	165.378
115000	197.498
125000	178.756
130000	187.174
135000	190.221
145000	159.963
155000	168.371
160000	213.760
170000	216.405
180000	165.169
190000	165.777
