
0	496.542
250	500.042
500	488.901
750	484.099
1250	396.372
1750	333.258
2750	320.275
4250	206.305
6500	119.413
10000	106.776
15000	201.822
20000	149.313
25000	148.042
30000	130.657
35000	142.607
40000	160.349
45000	145.066
50000	149.165
55000	137.813
60000	150.814
65000	142.828
70000	145.985
75000	147.216
80000	159.352
85000	154.955
90000	162.749
95000	151.534
100000	150.631
105000	128.092
110000	153.802
115000	161.104
125000	141.489
130000	138.869
135000	140.378
145000	148.027
155000	161.204
160000	147.311
170000	157.528
180000	151.097
190000	145.254
