
0	490.806
250	488.250
500	478.087
750	463.785
1250	407.203
1750	349.316
2750	293.869
4250	262.850
6500	150.637
10000	179.332
15000	161.771
20000	193.216
25000	164.667
30000	193.443
35000	189.062
40000	209.716
45000	199.942
50000	236.972
55000	180.195
60000	196.495
65000	227.527
70000	216.915
75000	227.143
80000	206.817
85000	196.239
90000	216.679
95000	209.440
100000	207.947
105000	202.038
110000	216.699
115000	200.518
125000	194.791
130000	205.384
135000	223.327
145000	212.783
155000	208.493
160000	212.836
170000	205.491
180000	204.176
190000	217.149
