
0	501.494
250	500.961
500	490.648
750	462.692
1250	411.903
1750	334.038
2750	311.183
4250	215.143
6500	131.463
10000	152.597
15000	213.166
20000	180.606
25000	184.684
30000	216.572
35000	211.091
40000	215.039
45000	207.466
50000	213.491
55000	198.819
60000	223.114
65000	209.628
70000	195.405
75000	230.926
80000	212.161
85000	220.148
90000	219.104
95000	220.691
100000	218.256
105000	214.799
110000	217.540
115000	208.458
125000	215.480
130000	217.291
135000	224.528
145000	217.786
155000	219.128
160000	229.348
170000	213.928
180000	208.014
190000	212.272
