
0	497.166
250	506.564
500	493.100
750	481.806
1250	362.111
1750	318.685
2750	322.325
4250	199.877
6500	150.153
10000	123.034
15000	195.251
20000	148.397
25000	133.662
30000	123.490
35000	139.595
40000	162.338
45000	149.649
50000	140.393
55000	142.446
60000	150.519
65000	147.792
70000	141.991
75000	144.837
80000	163.794
85000	153.174
90000	157.421
95000	168.656
100000	147.323
105000	143.085
110000	164.294
115000	167.521
125000	150.760
130000	148.066
135000	161.998
145000	153.315
155000	151.192
160000	147.641
170000	168.241
180000	158.147
190000	148.371
