
0	492.090
250	501.038
500	486.923
750	477.360
1250	376.436
1750	306.128
2750	329.357
4250	195.646
6500	106.910
10000	90.793
15000	202.737
20000	137.814
25000	107.573
30000	117.095
35000	131.683
40000	151.086
45000	143.829
50000	136.316
55000	124.598
60000	131.144
65000	143.380
70000	136.885
75000	136.523
80000	137.020
85000	153.906
90000	150.757
95000	141.560
100000	124.907
105000	123.581
110000	145.920
115000	127.023
125000	129.570
130000	133.309
135000	130.506
145000	126.069
155000	135.712
160000	135.401
170000	133.698
180000	141.524
190000	139.534
