
0	484.976
250	494.061
500	484.321
750	457.601
1250	410.146
1750	380.734
2750	323.817
4250	320.480
6500	271.626
10000	227.904
15000	169.721
20000	251.687
25000	199.709
30000	240.775
35000	206.216
40000	224.761
45000	223.085
50000	261.790
55000	213.381
60000	232.152
65000	257.743
70000	222.603
75000	235.732
80000	219.965
85000	207.048
90000	235.941
95000	222.919
100000	246.379
105000	226.207
110000	234.120
115000	219.635
125000	230.765
130000	233.501
135000	239.960
145000	249.902
155000	217.502
160000	235.544
170000	208.177
180000	209.108
190000	239.929
