
0	0.000	0.00000	0.00000	0.00000
250	0.000	0.00000	0.00000	0.00000
500	0.000	0.00000	0.00000	0.00000
750	0.000	0.00000	0.00000	0.00000
1250	0.000	0.00000	0.00000	0.00000
1750	0.000	0.00000	0.00000	0.00000
2750	0.000	0.00000	0.00000	0.00000
4250	0.209	0.14547	0.00000	0.60000
6500	0.196	0.13876	0.00000	0.50000
10000	3.380	0.56945	2.30000	4.60000
15000	9.391	0.89431	7.70000	11.20000
20000	26.895	1.39133	24.20000	29.60000
25000	28.698	1.41783	26.00000	31.60000
30000	50.274	1.55183	47.20000	53.40000
35000	47.107	1.61785	43.80000	50.50000
40000	55.904	1.61181	52.80000	59.00000
45000	75.131	1.32459	72.50000	77.70000
50000	62.084	1.54063	59.20000	65.20000
55000	80.676	1.28257	78.20000	83.10250
60000	56.150	1.47254	53.30000	59.20000
65000	70.225	1.43695	67.29750	72.90250
70000	65.664	1.54856	62.50000	68.60250
75000	86.679	1.11698	84.50000	88.80000
80000	69.276	1.47903	66.40000	72.20000
85000	86.106	1.07667	83.80000	88.00250
90000	73.079	1.34794	70.40000	75.60000
95000	67.733	1.51117	64.80000	70.70250
100000	74.886	1.33539	72.30000	77.50000
105000	78.092	1.24961	75.69750	80.50000
110000	93.117	0.79668	91.50000	94.60000
115000	92.588	0.82509	91.00000	94.20000
125000	81.620	1.22404	79.20000	84.00000
130000	75.471	1.34030	72.80000	78.00000
135000	90.139	0.92886	88.30000	91.90000
145000	86.312	1.05212	84.20000	88.30250
155000	85.767	1.10598	83.50000	87.90000
160000	93.715	0.78580	92.10000	95.20000
170000	92.023	0.85727	90.30000	93.70000
180000	71.793	1.42003	68.90000	74.50250
190000	76.201	1.34461	73.50000	78.90000
