0	514.863
250	460.165
500	415.060
750	406.458
1250	389.312
1750	391.721
2750	390.868
4250	395.028
6500	422.001
10000	414.716
15000	409.537
20000	371.407
25000	270.403
30000	241.744
35000	194.620
40000	243.044
45000	204.627
50000	175.617
55000	158.999
60000	167.876
65000	178.926
70000	179.078
75000	145.381
80000	176.634
85000	145.134
90000	158.191
95000	175.936
100000	202.479
105000	162.945
110000	140.558
115000	140.311
125000	160.932
130000	172.836
135000	142.568
145000	146.123
155000	144.701
160000	165.458
170000	142.455
180000	150.400
190000	145.285
