
0	525.686
250	439.073
500	405.949
750	371.779
1250	401.672
1750	391.816
2750	385.960
4250	359.156
6500	380.869
10000	370.322
15000	343.034
20000	359.162
25000	351.354
30000	281.141
35000	258.031
40000	214.494
45000	214.621
50000	191.830
55000	239.967
60000	178.005
65000	176.821
70000	187.419
75000	198.543
80000	178.477
85000	161.935
90000	184.857
95000	166.827
100000	190.036
105000	192.004
110000	157.967
115000	172.915
125000	179.145
130000	170.477
135000	162.821
145000	159.539
155000	168.924
160000	164.258
170000	155.159
180000	175.638
190000	234.022
