
0	0.000	0.00000	0.00000	0.00000
250	0.000	0.00000	0.00000	0.00000
500	0.000	0.00000	0.00000	0.00000
750	0.000	0.00000	0.00000	0.00000
1250	0.000	0.00000	0.00000	0.00000
1750	0.000	0.00000	0.00000	0.00000
2750	0.000	0.00000	0.00000	0.00000
4250	0.000	0.00000	0.00000	0.00000
6500	0.000	0.00000	0.00000	0.00000
10000	2.027	1.44234	0.00000	5.00000
15000	0.964	0.97962	0.00000	3.00000
20000	4.929	2.19243	1.00000	9.02500
25000	14.061	3.54060	8.00000	21.00000
30000	27.196	4.36631	19.00000	36.00000
35000	21.040	4.22685	13.00000	30.00000
40000	31.997	4.69628	23.00000	41.00000
45000	42.936	4.93318	34.00000	52.00000
50000	53.059	4.96570	43.00000	63.00000
55000	53.039	4.98059	43.00000	63.00000
60000	59.938	4.87133	50.00000	69.00000
65000	62.090	4.76430	53.00000	72.00000
70000	63.089	4.94869	53.00000	72.00000
75000	85.866	3.50633	79.00000	93.00000
80000	79.841	4.06574	72.00000	87.00000
85000	78.994	3.81346	71.00000	87.00000
90000	69.042	4.59405	60.00000	78.00000
95000	80.984	3.82654	73.00000	88.00000
100000	81.962	3.95603	74.00000	89.00000
105000	90.975	2.89288	85.00000	96.00000
110000	85.159	3.63386	77.00000	92.00000
115000	79.882	3.95547	72.00000	88.00000
125000	83.037	3.68608	75.00000	90.00000
130000	84.922	3.56126	78.00000	92.00000
135000	87.175	3.34777	80.00000	93.02500
145000	86.985	3.28078	80.00000	93.00000
155000	92.048	2.75741	86.00000	97.00000
160000	93.022	2.61732	87.97500	98.00000
170000	92.095	2.82311	86.00000	97.00000
180000	86.968	3.27012	80.00000	93.00000
190000	80.230	3.93784	72.97500	87.00000
