
0	503.191
250	499.082
500	481.760
750	467.683
1250	387.042
1750	389.105
2750	362.695
4250	344.409
6500	283.540
10000	300.010
15000	207.686
20000	234.547
25000	228.214
30000	205.485
35000	246.875
40000	204.421
45000	207.751
50000	220.522
55000	177.911
60000	227.375
65000	231.200
70000	228.806
75000	265.261
80000	269.837
85000	174.924
90000	199.103
95000	260.801
100000	238.972
105000	208.030
110000	225.745
115000	211.221
125000	212.446
130000	288.546
135000	200.047
145000	271.881
155000	199.654
160000	303.798
170000	205.859
180000	211.788
190000	220.694
