
0	507.825
250	499.378
500	484.739
750	463.756
1250	379.099
1750	366.808
2750	304.817
4250	242.050
6500	218.664
10000	175.769
15000	142.794
20000	160.694
25000	129.831
30000	146.786
35000	146.709
40000	155.877
45000	145.806
50000	134.622
55000	152.255
60000	152.074
65000	151.421
70000	125.735
75000	138.532
80000	144.390
85000	128.233
90000	132.871
95000	135.436
100000	134.429
105000	130.262
110000	124.460
115000	126.773
125000	125.875
130000	136.306
135000	127.294
145000	134.383
155000	128.130
160000	143.556
170000	123.816
180000	129.831
190000	126.944
