
0	506.064
250	502.214
500	482.709
750	474.760
1250	333.720
1750	340.327
2750	241.036
4250	200.803
6500	212.801
10000	168.038
15000	142.580
20000	140.415
25000	113.590
30000	139.462
35000	138.330
40000	128.624
45000	117.164
50000	133.094
55000	142.783
60000	119.879
65000	131.203
70000	109.821
75000	117.984
80000	136.694
85000	113.151
90000	135.759
95000	127.752
100000	117.208
105000	117.799
110000	111.031
115000	127.967
125000	107.444
130000	122.270
135000	107.860
145000	132.020
155000	121.864
160000	99.604
170000	102.675
180000	113.264
190000	119.395
