
0	509.174
250	504.580
500	495.294
750	480.094
1250	375.775
1750	349.945
2750	227.825
4250	161.785
6500	178.441
10000	145.308
15000	146.627
20000	149.619
25000	134.338
30000	155.183
35000	145.581
40000	151.965
45000	145.472
50000	152.033
55000	156.571
60000	143.866
65000	148.650
70000	137.162
75000	133.012
80000	158.914
85000	145.934
90000	143.848
95000	150.056
100000	132.002
105000	134.650
110000	140.201
115000	141.470
125000	133.252
130000	144.576
135000	137.789
145000	146.326
155000	135.030
160000	119.918
170000	127.774
180000	136.782
190000	142.901
