
0	507.229
250	500.692
500	483.431
750	465.644
1250	395.444
1750	360.305
2750	328.100
4250	267.259
6500	237.564
10000	252.808
15000	169.428
20000	173.761
25000	189.931
30000	175.308
35000	187.292
40000	177.025
45000	154.328
50000	162.787
55000	176.331
60000	172.622
65000	177.688
70000	171.979
75000	173.803
80000	172.595
85000	164.241
90000	156.408
95000	180.838
100000	169.409
105000	162.813
110000	172.556
115000	167.597
125000	162.206
130000	180.985
135000	151.941
145000	176.636
155000	157.134
160000	176.670
170000	159.373
180000	160.642
190000	163.463
