
0	508.004
250	501.613
500	489.982
750	470.905
1250	341.246
1750	321.916
2750	223.337
4250	159.519
6500	151.939
10000	146.571
15000	146.376
20000	141.599
25000	153.181
30000	151.246
35000	140.969
40000	144.470
45000	135.726
50000	144.647
55000	155.724
60000	126.652
65000	139.297
70000	140.916
75000	131.490
80000	141.193
85000	136.327
90000	160.147
95000	135.062
100000	132.472
105000	130.892
110000	136.110
115000	142.616
125000	120.816
130000	133.518
135000	128.093
145000	135.965
155000	139.657
160000	122.765
170000	131.766
180000	138.667
190000	155.449
