
0	503.311
250	508.538
500	504.425
750	460.635
1250	405.014
1750	404.732
2750	306.772
4250	215.233
6500	147.704
10000	135.258
15000	143.276
20000	134.864
25000	143.810
30000	151.376
35000	137.561
40000	134.890
45000	182.828
50000	146.064
55000	155.107
60000	144.182
65000	139.476
70000	139.954
75000	146.123
80000	130.642
85000	146.855
90000	154.437
95000	129.644
100000	131.588
105000	133.940
110000	145.821
115000	139.290
125000	112.026
130000	139.162
135000	119.738
145000	131.888
155000	137.805
160000	132.594
170000	135.611
180000	149.495
190000	130.586
