
0	503.932
250	505.421
500	498.096
750	468.226
1250	404.154
1750	386.000
2750	301.453
4250	216.001
6500	169.120
10000	147.174
15000	138.793
20000	133.548
25000	150.128
30000	157.020
35000	134.044
40000	132.172
45000	179.147
50000	130.137
55000	161.129
60000	153.865
65000	144.078
70000	151.094
75000	139.616
80000	139.646
85000	143.383
90000	141.585
95000	133.066
100000	135.880
105000	150.480
110000	136.795
115000	145.004
125000	122.444
130000	126.763
135000	128.534
145000	125.323
155000	135.341
160000	123.438
170000	129.835
180000	133.010
190000	136.065
