
0	0.000	0.00000	0.00000	0.00000
250	0.000	0.00000	0.00000	0.00000
500	0.000	0.00000	0.00000	0.00000
750	0.000	0.00000	0.00000	0.00000
1250	0.000	0.00000	0.00000	0.00000
1750	0.000	0.00000	0.00000	0.00000
2750	0.000	0.00000	0.00000	0.00000
4250	0.000	0.00000	0.00000	0.00000
6500	0.000	0.00000	0.00000	0.00000
10000	0.000	0.00000	0.00000	0.00000
15000	0.000	0.00000	0.00000	0.00000
20000	0.000	0.00000	0.00000	0.00000
25000	0.000	0.00000	0.00000	0.00000
30000	0.000	0.00000	0.00000	0.00000
35000	0.098	0.10023	0.00000	0.30000
40000	0.000	0.00000	0.00000	0.00000
45000	0.206	0.14418	0.00000	0.50000
50000	0.097	0.09454	0.00000	0.30000
55000	0.297	0.17021	0.00000	0.70000
60000	0.000	0.00000	0.00000	0.00000
65000	0.491	0.21542	0.10000	1.00000
70000	0.594	0.23487	0.20000	1.10000
75000	0.299	0.16999	0.00000	0.70000
80000	0.302	0.17411	0.00000	0.70000
85000	1.509	0.39557	0.80000	2.30250
90000	1.990	0.44412	1.20000	2.90000
95000	0.695	0.26436	0.20000	1.20000
100000	2.321	0.47987	1.49750	3.30000
105000	0.596	0.25585	0.20000	1.10250
110000	2.697	0.53078	1.70000	3.70000
115000	1.689	0.41062	0.90000	2.60000
125000	3.388	0.57832	2.30000	4.50000
130000	2.380	0.48181	1.50000	3.40000
135000	2.590	0.50553	1.70000	3.60000
145000	2.996	0.51872	2.00000	4.10000
155000	3.976	0.61845	2.80000	5.30000
160000	2.183	0.46065	1.30000	3.20000
170000	2.812	0.54958	1.80000	4.00000
180000	4.202	0.64682	3.00000	5.50000
190000	3.115	0.53816	2.10000	4.30000
